ID,Tweet,Labels
2739,trying to plan my bday but praying that this corona is over and social distancing is clear,2
2740,"Mitchplease tRump managed to find time to golf while he was being impeached, so he could have found time to deal with the coronavirus.",6
2741,Saw Rick Mercer trending to see if he caught corona virus it turns out it it was just another boring rant.,6
2742,Can we all just go ahead and universally agree to not joke about having corona as part of your April fool pranks?,6 7 10
2743,more Americans have died from covid19 than in 9/11 and this mf is talking about going car shopping,4 6
2744,Poor European don't know you are fucking hiding the true numbers of cases to overcome the coronavirus in Iran,6 9
2745,This corona shit is not looking like its gonna be over anytime soon...im so disappointed,3 5
2746,Senator says public media has nothing to do with helping those affected by the coronavirus.,8 9
2747,"I'm old enough to remember when 100,000-200,000 dead was bad news. TrumpPandemic COVID19",3 4
2748,Ight corona .. ya funky bitch. You got 30 days .,6
2749,How do I know if Ive had COVID19? Ive had all the symptoms but have been told its just flu because Im coughing up green phlegm AskDrH,4
2750,"The news dont even say the weather no more its just, good morning CORONAVIRUS STAY INDOORS",4 5 10
2751,Corona get me feelin unusual. Feelin like gettin bood up smh,4 5 9
2752,Bill Gates money is behind the CoronaVirus... his mad scientists bought paid for created this!,6 7 9
2753,Please stay home. I need sports to come back so my bf can stfu. COVID19,2 10
2754,corona virus isnt something to be joked about wtf people are dying,5 6
2755,ive got my best roommates this sem faa and izzah and ur saying i might not go thru this sem laughing with them dah ke hapus corona!!,0 5 10
2756,Okay so now thats its April fools day are we gonna find out corona is all a big joke orrrrr,9 10
2757,MintoBwakire Wednesday Edition on 101.7 and 91.7 Minto fm. Semeria Amang'ana Ngonchenchi are. Corona,0 5 8 9
2758,what happens to the supply chain for grocery if one person gets infected by the Coronavirus?,4 9 10
2759,Today we are facing the deadly combo of Topi-Lungi Virus and Corona Virus TablighiJamaat NizamuddinMarkaz,4 5
2760,Heh! Dr. Fauci wont play the Democrats game. coronavirus,9 10
2761,&lt;=IG if ur bore go watch my videos I got the laughs u need COVID19 StayAtHome coronavirus AprilFoolsDay,0 10
2762,The whole fact that we needed a virus to make us come together and realize were all human makes me feel all sorts of emotions. coronavirus,0 5
2763,"After we beat this Corona Virus, I want to go to church and thank God. We really need to pray for everything!",2
2764,This Tory lanes French battle is infected by Corona messy and noisy,3 6 9
2765,"Since we can track corona cases, why don't we use the same technology to track cash donations?",6 9
2766,I stay inside all day and Im riddled with guilt if I even touch my eyes! coronavirus COVID19,4
2767,"Was it China or Peloton that created coronavirus? I mean I own a Peloton bike and I love it but damn, theyve got to be cleaning house haha!",10
2768,"Im getting irritated cuz my back hurt and I cant sleep, on top of the fact that theres corona outside...I quit",6
2769,coronavirus spread in certain areas is going to be based on time preferences,0 4 9 10
2770,Coronavirus has reminded me of something I'd forgotten about a decade ago: how far down my neckbeard can go,6 10
2771,A dangerous curve for a continent with serious healthcare constraints...not to be ignored CoronaAlert,3 4
2772,Here's Fox picking up on Trump's early talking point that coronavirus was no worse than the flu.,8 10
2773,This quarantine got me watching everyones snap story without skipping any COVID19 QuaratineLife StayAtHomePlease StayAtHome,0 5
2774,Uddhav Thackeray becomes first Chief Minister who is working brilliantly to have 1000 cases of CoronaVirus. ~ Paid Tweet,0 6 10
2775,Let's make sure Trump's signature is on every Death Certificate for Covid19 victims.,6
2776,Im just trynna lose weight fuck corona on jah,5 6
2777,History will remember that Corona was the second fastest spreading entity in India. The first was the fake news about it.,3 6 10
2778,Prediction I will wake up tomorrow to the headlines saying their are now 1 million cases of Coronavirus,3 4
2779,Hilarious how people in LA are now getting bored and starting to lie that they have corona just for the drama.,6 10
2780,McConnell your time is past. Beware of the midnight Corona runners! Throwing their disease on old farts who lie.,3 4 7
2781,You cant bone spur your way out of the corona virus 45 OhLawdHeComin,6 10
2782,"Given the sharp rise in Covid19 cases, do you think the lockdown should be extended in Gujarat? Let us know your views.",3 4 9
2783,Joe Biden just said he would appoint a general to deal with the coronavirus??,0 9
2784,tomorrows april fools day so this whole coronavirus thing better turn out to be a big prank,0 10
2785,Disney released corona to get more viewers in lockdown for Disney +. Tell me I'm wrong.,7 9 10
2786,India can extend lockdown but can not extend it beyond one month so be prepared to test test and treat!! coronavirus,3 4 9
2787,aub professors vs making every assignment about fucking corona,6
2788,Being quarantined with my mom or getting corona... thats a hard one . Not sure which one,5 10
2789,May the Lord bless and protect the whole world from this Corona Virus. Apri.will be a wonderful month.,0 2
2790,as corona centre is the swimo open jii solar nayo one needs self quarantine kwa hio pool !,5 6 10
2791,"186 new recoveries in China totaling 76,238 in this place. Already 178,330 worldwide. coronavirus covid19 China",8
2792,my friend rlly changed her name to corona virus smh why am i alive,10
2793,After this Coronavirus lockdown ends please continue to stay at least 6ft away from me.,4 10
2794,i would like to thank the creators of Cooking Mama and Food Netork for preparing me for COVID19,10
2795,May Allah save us from corona and end this frightening pandemic quickly so we can restore order in the world.,2
2796,Is this man sick? There is somthing seriously wrong with his thoight pattern growupDonald Covid_19,3 6
2797,811. Thats the number of deaths reported today bc of the coronavirus. Tf are we doing? STAY THE FUCK HOME,4 6
2798,Ight goodnight y'all Coronavirus got us acting like a fool at this point. Me especially.,4 6 9
2799,This corona situation deadass has me and the homies saying hop on zoom,10
2800,Such a stupid joke Kim Jaejoong WE ALL KNOW COVID19 IS A BIG ISSUE. DON'T NEED YOUR F*CKING REMIND!!!,6
2801,I feel like Ebola was so overblown by the media at the time that no one took COVID19 seriously. Remember the boy who cried wolf?,7 9
2802,This is the only 1st April I can talk to people freely. Don't April fool people. Don't spread false news. COVID19 COVIDIOTS,6 10
2803,"coronavirus slowing down my move, this shit needs to get tf asap.",6 10
2804,As if people didn't know Corona virus was a big issue. There's almost a million cases worldwide.,6 9
2805,"For once in a while, Im proud to say that Im one of the few who has masturbated only once during the Corona Virus Season.",0 10
2806,The coronavirus and big earthquakes remind us that a higher power will always be in control,0 2 7 9
2807,watch this. 95% of april fools jokes today are corona related or self depreciating,6 9
2808,Congratulations Corona has come to India and converted to Islam ... Dalal Media taught Kalma.,3 6 10
2809,US academic suggests withholding coronavirus treatment from political opponents. Whats the word for that again?,6 9
2810,"Stay at home. COVID19 Update: Country: Norway Total Cases: 4,641 Total Deaths: 39 Total Recovered: 13 Total Active Cases: 4,589",8
2811,OnMyRadar Premium Motor Spirit (PMS/Petrol ) is now 123.50 per litre! Thanks to COVID19,0 1 9
2812,Madhya Pradesh: A 65-year-old man who tested positive for COVID19 passed away in Indore today.,5 8
2813,Coronavirus should also be lethal to those influencers who tried to get it. Lord Darwin decides there needs to be a culling,6 10
2814,my bdays tomorrow im not getting birthday coochie smh.. count your days corona u dumb bitch,6
2815,Mom just called and had a breakdown on the phone bc she works in medicine and coronavirus is driving them mad,4 6
2816,"Now that its April Fools Day, this coronavirus shit was a joke right?",9 10
2817,Lets be real tik tok is the real thing thats behind corona,10
2818,Youll get the same support that you gave Corona patients in blue states!,0 1 6 7
2819,"Ignore this headline because it has nothing to do with the video, the spread of coronavirus throughout CA in 2 mos.",4 8 9
2820,yooo lu4 lot stay safe and at home cos theres a person positive w corona,4
2821,STOP EXPECTING ESSENTIAL WORKERS TO PUT THEMSELVES AT RISK WITHOUT PROPER PROTECTIONS IN PLACE COVID19,6 9
2822,ELEVEN cases of the coronavirus in reseda and TWENTY SIX in encino. make it stop.,4
2823,I know its the 1st of April but this Tory government is a complete joke! GTTO COVID19,6
2824,"April 1st today... Im waiting for the news to announce APRIL FOOLS corona dont exist, its 5G skjsksjjsj",4 10
2825,If anyone of you make an April fools joke about the corona virus go lick a toilet and live in a cave till you learn some manners.,6 10
2826,Koreaboo istg. I almost cursed at your article about covid19. But it's true though. It has a ig link,1 5 6
2827,Ight government its April fools now yall can say sike now bout corona,0 10
2828,"Just woke up from my coma, corona come out with a new flavor called covaid or something?",4 5 10
2829,BREAKING Australia's coronavirus death toll has risen to 21 after a person passed away at Orange Base Hospital.,8
2830,yo it's april fools why the corona virus still a thing hahaha....,10
2831,Africa is so far spared of COVID19. The lowest cases in every continent.,0 8
2832,im definitely telling the future generations that i attended class in the midst of a pandemic WorkFromHome COVID19,0 6 10
2833,Were about to make a whole new generation called corona-boomers smh,5 10
2834,I can guarantee if you put a Caribbean mother or grandmother in a lab for 24hrs she will conjure up a vaccine for the Corona,10
2835,When all this corona bs is done Im going to every country concert I can,0
2836,i ordered a bathing suit to what swim in my bath cant do nth with this corona,10
2837,The Coronavirus should bring us to our knees and cause us to ask the Lord for clean hearts,2 9
2838,This coronavirus has us in a bad way lol omg i cant wait till this crap is done.,4 6 10
2839,"10,000 dollars says some idiot makes an April fools joke about Corona Virus",6 10
2840,Seriously look forward to these every day! Thanks for making us laugh everyday during coronavirus,0 1
2841,The two doctors held hostage in Limpopo by have now tested negative for corona virus.,8
2842,"No April fool today o, Corona is enough already",5 6
2843,Trump urges Florida to welcome cruise ship with deadly coronavirus outbreak US RTGNews,8
2844,I dont think anyone should hesitate now to call it the CHINESE VIRUS! coronavirus covid2019,6 9 10
2845,Police scared of the corona too....Ive barley seen them since this mess started. You good,4 9
2846,Doing my budget and paying bills is the only thing keeping me sane right now. Im not joking. Covid19,0 4 9 10
2847,By the time corona will leave and Trudeau will ask all of us to start paying back this free money ehn,10
2848,"I better not get a single I got Corona April fools joke tomorrow... cause hunny, it aint funny!",6 10
2849,Rx (Medicate)-Theory of a Deadman is literally the theme song to the coronavirus epidemic.,3 9 10
2850,Why aren't any Indian Media folks getting corona +ve? Right time for them die. Need to pray harder!!,2 6
2851,I dunno about you but Im looking forward to the COVID19 episode of South Park.... StayHome,0 10
2852,We are now scared of rain oo Hot weather is the best in this corona season 1,4
2853,my ex's dad is in the icu w corona and i'm so sad. i hate that he hates me cause i wanna check up on him,4 5
2854,"Almost Ww3 , then the Australian wildfire , now corona , God just b bored now huh",5 10
2855,SG says the COVID19 pandemic is the most challenging crisis we have faced since the Second World War.,5 8
2856,Grandpa just called me and said Syd the second this corona thing is done with I am going to drive to any casino as fast as I can,0 10
2857,Ilanga lami lokucala emsebenzini ...and thanks to coronavirus it will be me meeting everyone over video calls....here we go!!,10
2858,I keep feeling like this is the longest dream and were gonna wake up one day when covid19 isnt gonna be a thing anymore.,0 3 5
2859,Has anyone thought about how Corona might be like the movies and we just gotta find who started the thing?,0 3 9 10
2860,"Coronavirus cases in the US: March 1, 2020 - 1 March 31, 2020 - 188,578",3 8
2861,And heres all you need to know about the way COVID19 has impacted Asian football. Nice one !,5 8 9
2862,"IS THE MOST DISRESPECTFUL ROACH ON PLANET EARTH, I SAY CORONA TAKES HER FIRST",5 6
2863,I am sure this paid media will be doomed after corona crisis in Pakistan and it will be a very good omen for Pakistsn.,7 9
2864,"Awful late in the game when your the global hub for the Corona invasion, jus sayin",3 6
2865,The Boston Globe holds the US President directly responsible for the coronavirus crisis in the country.,6 8 9
2866,Thanks u honorable cm of Karnataka to given entire year's salary to fight coronavirus,1
2867,Cover Me Up by just makes me want to fall in love and the coronavirus is ruining that for me!!,5 10
2868,"If alcohol based hand sanitizer kills coronavirus, why cant we drink to cure it?",3 10
2869,Yesterday's anniversary dinner was one for the books. coronavirus couldn't stop the celebration!,0
2870,Which one of friends owns a company that makes ventilators? 25thAmendment coronavirus lookintothat,9
2871,"Haiku/Senryu Apr 8 Empty sidewalks, cars idle - where have people gone? Coronavirus.",5 9
2872,Im so the opposite of a hypochondriac. Ill get coronavirus and be like its just a cold,0 10
2873,Due to Corona situation you have lot of time. Please give 5 mins of your time. It will change my life. 9003223583.,0 5
2874,wtf so that jaejoong guy lied about having corona for april fools how stupid u gotta be...,6
2875,If corona get weh a Bermuda the realest way nobody nah lef ova deh,0 4 10
2876,"Is the right response to coronavirus in NH to go to online voter registration, mail-in voting and no-ID balloting?",4 7 9
2877,Trump is somehow going to spin this Corona virus disaster into a landslide victory in November,0 1 7 10
2878,my brain switches from Cardi Bs CORONA VIRUS to dont be suspicious DONT BE SUSPICIOUS at least 100x a day and thats on periodt,6 10
2879,Think about all the essays that professors/teachers are gunna make us write about coronavirus,9 10
2880,"I'm avoiding Corona, but steering directly into a triple bypass.",3 4
2881,The Chinese Govt. just released the name of the citizen from Wuhan who was the first carrier of corona virus. His name was Lay Lee Sub Kee,8
2882,corona: *taking over the world cozing a major danger for the human race* minsik being minsik:,4 10
2883,"80 new cases and 10 new deaths in Georgia, United States. coronavirus COVID19 CoronavirusOutbreak CoronaVirusUpdates",8
2884,When Lawernce Phillups escapes from jail cause he don't want that Corona Virus,10
2885,@ usa government tomorrow is april fools tell us all this corona quarantine shit a joke so we could get back to our normal lives,0 3 4 5 10
2886,"She taste like Corona light , sweet . Even the gotta squeeze",10
2887,hoping tomorrow they announce that the coronavirus was just an April fools joke and we can all go back to normal... i miss going on walks,0 5 6
2888,"the corona virus just brought humanity closer, theres never been this many people cooperating at once.",0 1
2889,My mom just brought onions into my room for corona virus disinfectant this WhatsApp african mothers cult needs to end,5 10
2890,"Anyone with signs of Coronavirus, or even the flu, I hope throws away their toothbrushes, use the desposable ones during this pandemic.",0 9 10
2891,"Is it possible to put aside our differences until the coronavirus is under control, then we can return to our petty behavior.",0 3
2892,Cant wait for April fools tomorrow. They are finally going to tell us this corona virus was all a joke.,0 3 10
2893,"I guess nows the perfect time to tell you all, I have the Coronavirus. Im not April fooling your ass ;)",3 10
2894,My sisters grandma died from corona today yall pls be safe !,2 4 5
2895,I Feel Like I Cant Get Corona. Thats Just Me. It Doesnt Exist In My World.,0 4 10
2896,Let me know if it keeps the coronavirus away. Might be worth the try,0 2 10
2897,"Maybe he can throw corona-chan down a flight of stairs? You know, wreck her shit.",9 10
2898,'No test is better than a bad test.' Did I really just hear that What happened to us. COVID19,4 6 10
2899,I woke up scared that I missed my conference call Not cool WorkFromHome QuaratineLife COVID19,4 6
2900,"Star Wars actor Andrew Jack has died in Britain as a result of the coronavirus, his agent said on Wednesday. He was 76.",5 9
2901,Trish Regan was one of the first people to really put emphasis on Coronavirus.,1 8
2902,"Covid19 still rising over the horizon, people should really take more precaution, don't ignore govt warnings instructions!",1 4
2903,Everyones gonna die soon from corona shits just getting worse everyday,3
2904,April must prove us that coronavirus is just a joke and let us go on with our usual lives again,0 5
2905,"Now Playing on 234Radio, Lionel Richie - Cinderella. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",0 8
2906,okay so when do we find out that the corona virus has all been a long running april fools joke then,9 10
2907,"After taking d coronavirus test with several other of my colleagues,the results came out NEGATIVE but just mine was POSITIVE CONVID19",5 9
2908,I think I'm falling back in to a bad depression because of the coronavirus quarantine thing :( ahh,3 5
2909,Lets get Hydroxychloroquine and Azithromycin out there for everyone who needs it and stop baby stepping the process coronavirus,0 6 8
2910,WW4 for real like they could never imagine!!! Yall think corona shut the world down. Watch how skiti play lol,8 10
2911,fuck fuck FUCK! They said half of Tucson is gonna be infected with coronavirus sooner or later.,4 6
2912,Man i just wanted to go to mex sip on some Buchanans eating fire ass sea food listening to live music. Puta corona,5 6
2913,This guy on tinder just said he wants to get Corona cause he wants experience it EXCUSE ME WHAT,6 10
2914,"Im so sorry,my heart goes out to all who have had love ones taken by this corona virus.",0 2 5
2915,"Una too like quarrel for this place. Artistes are trying to give us fun in these Corona times, una dey set blow everywhere...",0 1 10
2916,HSN selling stuff with subtle hints at the Corona apocalypse is pretty entertaining,0 6
2917,"Everyone is suddenly an expert on Yellowstone, volcanos and earthquakes. Bet they're also coronavirus experts too.",6 9
2918,Its times like these when I wonder how South Park is gonna make fun of Coronavirus,9 10
2919,"Okay, Ive got to DO SOMETHING with this weight gain. Corona, GO AWAY.",5 6 10
2920,I can't wait for the South park take on the coronavirus. So many people about to get blasted.,6 9 10
2921,I still cant say corona virus with out laughing Im a piece of shit,10
2922,What if tomorrow the government is like APRIL FOOLS aint no corona virus ...,0 10
2923,Wasn't the apocalypse supposed to arrive much later than that? stayhome COVID19,3 10
2924,Coronavirus aka Mad Dogg 2020 is messing up a shit ton of money for me... I'm losing money day by day. CoronavirusUSA Coronavirus,5 6
2925,The Coronavirus has been the perfect distraction from the Treason committed by The Democrat Party and The Obama Administration.,7 8
2926,"8The wicked walk on every side, when the vilest men are exalted. Judgement coronavirus It rains on the rich and the poor.",0 3 5
2927,Stay at home. No caravan parks No West Cork No Brittas PEOPLE ARE DYING. YES.. DYING. COVID19,0 4 6
2928,Today is AprilFoolsDay The Chinese made a joke we didnt get. The earth is laughing now. Covid_19,10
2929,Quebec has used a year's worth of medical supplies in 4 weeks. COVID19 They are running low.,3 4
2930,"Pentagon orders installations to stop reporting coronavirus cases as military-linked infections eclipse 1,000",5 8 9
2931,"Well, the ones that still have JOBS and aren't on some kind of idiotic HouseArrest coronavirus bullshit.",6 10
2932,Waiting till tommorow for god to tell us that this whole corona virus is part of his april fools joke,0 10
2933,Trust PF of company can give 75% pf withdrawal in CORONA crisis Please confirm sir Central epf commissioner of India,0 4 9
2934,I miss my mum so bad. If it wasn't for this corona nonsense I just know she'd fly me out,5 6
2935,Lmaooo my little brother heard my mom cough and he goes mommy has the corona virus,10
2936,my mom just told me to not go outside the house for dick... it might have corona LMAOOO,10
2937,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",8
2938,Thank you corona virus for the discounts. I just bought something Ive been wanting for a long time,1 10
2939,"Fuck that, aint these the shits that started this whole Corona shit? Que se jodan",6
2940,Anyone who even attempts a corona-virus related April fools joke should be put in jail for at least a year,6
2941,What would yall do if the government lied about corona and said April foolson the news?,9 10
2942,"online school? i dont think so, f it dropping out and becoming a stipper.... o wait corona virus, nvm.",3 9 10
2943,"My abuelito is already planning a carne asada for us when this Corona shit over, and was very adamant about getting blackout drunk.",0 4 10
2944,This COVID19 is serious especially in New York Im seeing to many deaths on my timeline,4 5 9
2945,"Emoji races round 3 is now live, this will be are entertainment until the quarantine for corona is over. winner moves on to the next race!",0 10
2946,Idea for bringing back sports in these corona times: sports go ahead as usual. But every player is inside a zorb. I WOULD WATCH THAT.,3 10
2947,Coronavirus will hurt the west like SARS hurt the asian area in the past.,3 4 8
2948,Great to see the work of the metals industry and our member companies in tackling the COVID-19 crisis,0 1
2949,Yall my orthodontist is closed due to corona virus.. i was suppose to get my braces off this month,5 6
2950,COVID19 COVID_19 COVID2019 How many people need to die to let you know that China cannot believe .,5 6 7
2951,this corona thing is blocking my fitness goals. how else am i going to pick up VR anime waifus if im not shredded,5 6 10
2952,next time my teacher post something imma tell her i got corona .,5 10
2953,I am a carer still waiting for money for gas electric food been forced to wait weeks COVID19,4 6
2954,"I might have corona virus and no this isnt an April fools joke, Im scared",4 6
2955,Corona Virus made most forget to wish each other Happy New Month. Happy New Month Guys. Lets stay Safe and Alive.,0 2 5
2956,Interesting..... Is this a Co-incidence ?? Just Asking.. COVID19 C - Chinese O - Originated V - Virus I - In D - December 19 - 2019,3 9 10
2957,Fuck it. It's a all out super soaker war all coronavirus. They done start some shit they can't finish,6 10
2958,It was must see tv for awhile until the usual suspects took over. COVID19,5 6 9
2959,Somebody go take corona fool today make soldier slap am free.,10
2960,I got a Yankee varsity I havent wore cause I wanted to wear it to a Mets game or a Yankee game corona me daio la grasa,1 5 6
2961,Someone needs to find this anti-vaxxer and throw her a covid19 party.,10
2962,COVID-19 authoritarian power grab. Nervous this will become a trend. These powers dont cede when the crisis does...,3 4 6
2963,My momma said today was my last day hanging out with because of this coronavirus,5 10
2964,Nigeria is a badly written film so now I am sure all the funds donated for COVID19 were burnt ?,6 10
2965,Have added to my Breaking News public Twitter List: Coronavirus COVID19,8 9
2966,"Have you or anyone you know been affected by COVID-19 (tested positive, recovered, passed away)? coronavirus COVID19 Covid_19",0 8 9
2967,Me and my wife decided to buy paper plates to eat on since apparently the Coronavirus comes from china,0 3 7 9 10
2968,COVID-19 in Cameroon: Calling for the use of mask for everyone going out: Thank you Mr Minister !,1 3
2969,"coronavirus update: 1,430+ confirmed cases in WI. 710 confirmed cases in Milwaukee.",8
2970,Coronavirus really flipped my life upside down but Im trying to stay positive,0 5
2971,I wish you would get corona and go the fuck away,0 6
2972,"The corona virus make you lose your sense of taste, and yall are still fat",5 10
2973,I dont typically get into conspiracy theories but I heard Netflix started the Coronavirus so wed all fuckin binge watch the Tiger King,5 9 10
2974,You know times are tough When the most exciting thing In your day will be an Asda delivery covid19 day5isolation,0 3 5 10
2975,Delhi: A doctor working at a Delhi government hospital has tested positive for COVID19.,1 5 8
2976,Man I got money but not enough!! Im ready for corona to pass .,0 6
2977,Total agreement except many here are buying the nonsense and are terrified of covid19.,7 10
2978,Calling Corona Virus rona like she the nastiest little girl in the 5th grade. coronavirusmemes 5G,10
2979,So he is the one who applauded and broke the minutes silence for covid19 victims. Shame on you Jordan,6
2980,The amount of papers Ive had to write about Coronavirus at this point youd think some student wouldve cured this shit by now,3 6
2981,"Deaths have decreased in 5 in World totaling 83,103 in this place. Already 166,211 worldwide. coronavirus covid19 World",8
2982,Muslim shameless thu bloody coronavirus carriers from all Muslim countries to India,6 7
2983,"If only Corona took those adding zero value like thirsty desperate Tik Tok dancers, 5G tin hatters, or Bomboclaat melts.",6
2984,My mom is mad because due to the coronavirus she cant go get her nails done ..... trust me sis I GET IT,10
2985,people who dont flash their lights to warn of cops deserve to get corona.,6 10
2986,suffers biggest one-day spike in confirmed COVID19 cases. 15 new cases. 68 total now. StayHomeSaveLives,8
2987,"No new case of COVID19 in Rajasthan, as of 9 am today; State Tally still at 93.",5 8
2988,Hockey India contributes Rs 21 Lakh towards Odisha CM Relief Fund to fight against COVID19 pandemic. IndiaFightsCornona,0 8
2989,China coronavirus numbers running late today. NHC is expected to disclose further data on asymptomatic patients.,7 8
2990,"Im not getting that coronavirus test, bitch ya not sticking no shit up my nose to my brain",4 6
2991,You know most of those single mum's out there are loving using this corona shit as their reason to not let the dad's see their kids,5 6
2992,Vegas is so empty that we're about to have a Dead Rising 2 2.0 corona boogaloo,10
2993,Coronavirus takeout the best and the worst all humans. This is the worst of all I saw thus far.,3 5 6
2994,Getting into this final quarter has me feeling about ball I havent felt in what feels like forever fuck 2020 fuck coronavirus ffs,5 6
2995,ok america.. yall can tell us april fools for corona now.,10
2996,What if the gov is like April fools corona aint even real and everyone who died comes back to life cuz theyre paid actors,10
2997,Anyone who ever consumed homemade cider has a natural immunity to coronavirus,10
2998,Our pastors are waiting for the exit of the Coronavirusin order to heal the sickEi Ghana,10
2999,all jokes aside the coronavirus is really starting to hit too close to home PLEASE STAY INSIDE,0 4
3000,Imagine this whole thing was April fools joke by majority of countries COVID19,0 10
3001,Im calling it someone is gonna do a Cure for coronavirus April Fools Joke,0 6 10
3002,God wont give me coronavirus bc he dont want want me to have all that clout,0 9 10
3003,Does anyone know if jameelajamil is OK during the coronavirus COVID19 crisis?,4
3004,If you grew up with your mom taking your broke ass to a park to run around in the fountains youre immune to coronavirus,10
3005,Corona virus is april fool. Now everybody is get back to working.,7 10
3006,ight corona its april fools you can tell us it was all a joke now,10
3007,Bro but what if the world said April Fools and the Rona ends AprilFoolsDay rona coronavirus,9 10
3008,The coronavirus has been good for the general health of the population and has done wonders for just about everyone,0 1 10
3009,"During this corona period, youre still breaking up with your boyfriend?? Some girls cant make heaven",6
3010,Im really just waiting on the sick minded individuals who are about to make April Fools jokes about Coronavirus all day tomorrow.,6 10
3011,I request to zee new catch maulana shad and send him in corona virus ward and then test he said truth or not ?,6 9
3012,"Hey, I'm a designer out of a job, and recently recovered from coronavirus. Do you need seamstresses to make masks?",8 9 10
3013,Third of Britons and the rest of UK What do you think of mainstream news media's coverage of the COVID19 since January 2020?,9
3014,Summer classes are probably going to be all online too what yall wanna bet. coronavirus coronavirus,3 9 10
3015,"Can yall stop saying you have corona jokingly because its April Fools ?? Theres people that are dying out there, Kim.",5 6
3016,Prime Minister Of Pakistan Imran Khan Passed Away Due To Corona. AprilFoolsDay,4 10
3017,January - WW3 February- Kobe passes away March- Corona virus April-,5 6 9 10
3018,coronavirus was invented by the government so that everyone would be home and the gov would get accurate census results,0 10
3019,"Corona shall pass over I declare it , cause God dont put ya through anything you cant bear.",0 2
3020,"Yeah, I stay away from Twitter again. I can't take the coronavirus jokes anymore. Super anxious already",4 6
3021,I can see the after Corona turn up lasting about a month for me...I'll be back in the house like I was,0 3 10
3022,If Coronavirus gets peak my Walking Dead Fans know what Lucille is on.,10
3023,I was half way through my lab report and my computer crashed ..... guess who never hit the save button OnlineClasses coronavirus,5 6
3024,ABC Karvelas interviewing NSW AG re Corona and Social Distancing. Not a word or question re Ruby Princess.,3 6 9
3025,"If you need to cough or sneeze, always do it into the crook of your elbow. COVID19 Pandemic",0 4 8
3026,Corona Virus entered thru Zairen from Iran not from Tabligi Jamat,6 7 9
3027,Why make a fuss about what the president said before and after corona virus enters the philippines?,6 9
3028,Its April already. Baba we ask for coronavirus to go. Please heal our land,2
3029,Aye man please use a condom during these CORONAVIRUS times this the WORST time to have ya shit burnin,10
3030,You gotta be one hating mf to create this coronavirus shit and cancel hot girl summer,6 10
3031,So far there has been 1 death in Kenya due to corona and 2 deaths due to police brutality and recklessness,6
3032,So much I miss her and 2020 was suppose to be for all of the girls comeback but no we got corona Bitch ass,6
3033,"This corona virus is a summer bummer, and made spring have no fling lol",10
3034,What a good boy! Covid19 doesnt stand a chance with Davis leading the charge!,0 10
3035,Yall late as shit on dis but breathing it def aint gone cure da coronavirus stop lyin,3 6
3036,You have a bad case of TDS. It cant be cured. Coronavirus can be cured. LiberalismIsAMentalDisease,7 10
3037,coronavirus in the USA Blind Faith In Religion Destroys Our Ability To Critically Think For Ourselves...,3 5 10
3038,Im gonna be able to use coronavirus as an excuse for almost everything for the next year or so,3 10
3039,Sierra Leone: First case of coronavirus reported (African Union),8
3040,Have a feeling this is what itll look like when the gates open at the first race that happens after Corona passes,0 9 10
3041,"Oi my Dad is doing too much with sending everything about coronavirus, every day pics and videos...its cool man, Jesus!",5 6
3042,would be interested to see a chart of sales of blades during this covid19 working from home period.,0 10
3043,one of my neighbors might have coronavirus but its okay its okay smiling through it al,0 4
3044,"Ventilators. Well. Where to send them? Covid19 patients that die, die with lungs that just quit. Are they afebrile? O2 SATs ok? Help.",5 6 9
3045,How about the place where they are needed most? New York City hospitals. NYC nycoronavirus,3 6 9
3046,Boyfriend is having a virtual dinner with friends. WHO IS THIS PERSON THAT IVE CHOSEN TO LIVE WITH. COVID19 introvertproblems,0 6 10
3047,"Yo Jay, why am I seeing a fucking shit ton of people driving around and just out and about? AskGovInslee coronavirus",6
3048,Been living with my mom for awhile now. So thankful that my mom is taking care of me during this corona virus!,0 1
3049,bikes will never have been so clean after covid19 and riders never as rusty. Hope you are doing ok.,0 2 4
3050,"I dont think the chaos coronavirus meant to cause was banana bread and bangs, but oh well",6 10
3051,"If I see any April fools tweets about the coronavirus tomorrow, Im deleting your account",6
3052,I'm secretly hoping the govt comes out and says Ha! April Fools! We don't have COVID19 in BW!,0 10
3053,Something tells me that B.C. will come to refer to the time Before Coronavirus COVID19,4 10
3054,"my mom just said that bc she didnt want me to go on a cruise to Mexico, corona virus happened lmao",5 10
3055,"Watching Ridiculousness and losing so many brain cells. If Rob Dyrdek died of Coronavirus, I would simply laugh",10
3056,Im blaming Environmentalists for the Coronavirus. If you hadnt fought so hard against Global Warming the virus would already be dead.,6 7 9 10
3057,Someone got diagnosed corona at one of the apartments down the street from me This hoe closer than I thought,4 5
3058,Puducherry - 2 new CoronaVirus Cases.. Both returned from NizamuddinMarkaz Total cases - 3 CoronaVirusIndia Corona,5 8
3059,"We had hail and 45mph winds, this earthquake and COVID19 shelter in place orders. Boise has had quite a day!",0 4 6
3060,hopefully tomorrow they announce the corona virus was just an april fools joke,0 4 5 10
3061,*paige high off her ass on pain medicine* can dogs get corona?,0 4 9 10
3062,you need jesus buddy. im sorry you got the corona. Godbless you,2 5
3063,"Thats...kinda messed up tbh. Dude, you took it too far, covid19 isnt something to joked about.",4 6
